,Station Code,Name,Date,Temp,Prec,WS,Humi,Pres,cbwd
858,108,서울,2020-05-08,19.9,2.3,2.4,32.8,1004.4,160
859,108,서울,2020-05-09,14.2,24.4,3.6,94.4,994.8,90
860,108,서울,2020-05-10,14.4,1.3,2.5,88.6,997.0,250
861,108,서울,2020-05-11,16.5,3.4,3.0,61.0,997.7,250
862,108,서울,2020-05-12,14.3,0.7,2.9,69.4,995.1,250
863,108,서울,2020-05-13,16.1,,2.8,47.3,1005.1,270
864,108,서울,2020-05-14,19.3,,2.0,35.4,1006.0,90
865,108,서울,2020-05-15,16.1,12.0,3.0,81.4,998.8,90
866,108,서울,2020-05-16,16.7,2.5,1.6,90.3,996.6,290
867,108,서울,2020-05-17,19.1,0.0,1.7,80.1,995.3,320
868,108,서울,2020-05-18,19.1,29.8,2.4,79.4,988.4,140
869,108,서울,2020-05-19,13.0,19.0,3.2,73.6,990.7,50
870,108,서울,2020-05-20,14.4,0.0,1.9,60.4,1001.7,90
871,108,서울,2020-05-21,17.4,,2.1,56.1,1004.4,90
872,108,서울,2020-05-22,18.5,0.0,1.9,68.5,1002.7,290
873,108,서울,2020-05-23,20.1,0.0,2.2,66.1,1001.1,290
874,108,서울,2020-05-24,17.1,14.5,2.9,84.8,999.6,230
875,108,서울,2020-05-25,16.6,,2.1,81.0,1002.3,320
876,108,서울,2020-05-26,16.2,1.5,2.1,81.9,999.4,290
877,108,서울,2020-05-27,17.4,,2.6,68.5,999.3,320
878,108,서울,2020-05-28,18.7,0.0,1.9,62.8,999.6,320
879,108,서울,2020-05-29,20.7,,2.0,65.6,1004.9,290
880,108,서울,2020-05-30,22.6,,1.9,57.3,1006.1,290
881,108,서울,2020-05-31,21.2,1.0,2.3,63.0,1001.4,320
882,108,서울,2020-06-01,19.7,0.4,3.4,64.3,999.7,290
883,108,서울,2020-06-02,17.9,2.0,2.2,71.0,997.4,290
884,108,서울,2020-06-03,22.0,,2.4,73.3,993.9,290
885,108,서울,2020-06-04,21.9,0.2,2.7,81.1,994.1,250
886,108,서울,2020-06-05,23.0,,1.8,69.4,997.2,290
887,108,서울,2020-06-06,24.6,,2.0,63.6,998.1,290
888,108,서울,2020-06-07,22.7,,2.3,69.4,1001.9,290
889,108,서울,2020-06-08,25.0,,2.1,63.6,1004.6,290
890,108,서울,2020-06-09,26.7,,2.3,51.6,1004.3,320
891,108,서울,2020-06-10,25.8,6.2,2.0,63.8,998.9,290
892,108,서울,2020-06-11,26.1,0.0,2.2,68.3,993.7,290
893,108,서울,2020-06-12,24.7,,1.7,68.6,995.1,290
894,108,서울,2020-06-13,26.9,0.0,1.9,52.8,994.3,290
895,108,서울,2020-06-14,24.0,1.1,2.9,70.6,994.3,270
896,108,서울,2020-06-15,23.0,,2.8,62.3,996.4,270
897,108,서울,2020-06-16,24.4,,2.2,63.0,995.7,290
898,108,서울,2020-06-17,24.3,,2.0,58.6,995.3,290
899,108,서울,2020-06-18,23.4,,1.6,61.4,993.1,320
900,108,서울,2020-06-19,24.7,0.1,2.1,61.4,996.4,70
901,108,서울,2020-06-20,24.9,,2.1,62.6,1000.0,290
902,108,서울,2020-06-21,26.1,,2.0,59.5,998.0,320
903,108,서울,2020-06-22,28.6,,2.0,50.5,998.0,290
904,108,서울,2020-06-23,27.3,0.0,1.9,53.5,998.3,270
905,108,서울,2020-06-24,22.3,37.6,2.7,83.5,993.1,50
906,108,서울,2020-06-25,21.6,13.3,2.2,91.0,991.8,180
907,108,서울,2020-06-26,21.8,2.1,3.2,82.1,996.5,230
908,108,서울,2020-06-27,24.1,0.0,2.0,70.4,995.5,250
909,108,서울,2020-06-28,25.2,,2.4,70.5,994.8,270
910,108,서울,2020-06-29,23.8,11.9,2.4,77.0,991.8,50
911,108,서울,2020-06-30,20.1,64.7,4.0,83.0,984.3,320
912,108,서울,2020-07-01,21.1,0.0,1.9,79.3,995.0,270
913,108,서울,2020-07-02,24.2,,1.9,74.5,1000.9,110
914,108,서울,2020-07-03,25.5,0.1,2.6,63.5,1000.5,50
915,108,서울,2020-07-04,24.2,1.6,2.1,63.9,997.0,270
916,108,서울,2020-07-05,23.8,,1.9,68.6,994.5,250
917,108,서울,2020-07-06,25.6,,2.1,66.6,991.2,270
918,108,서울,2020-07-07,24.1,0.0,2.5,75.5,994.3,270
919,108,서울,2020-07-08,25.5,,2.0,71.9,994.8,270
920,108,서울,2020-07-09,27.5,,1.7,64.6,994.0,110
921,108,서울,2020-07-10,24.5,2.2,2.8,75.0,992.6,50
922,108,서울,2020-07-11,25.8,,2.6,62.6,997.5,50
923,108,서울,2020-07-12,23.5,2.9,2.4,71.9,999.3,70
924,108,서울,2020-07-13,18.7,47.6,4.0,94.8,993.0,70
925,108,서울,2020-07-14,20.3,11.5,2.8,79.4,993.9,50
926,108,서울,2020-07-15,23.4,,2.0,63.1,995.5,50
927,108,서울,2020-07-16,25.0,,1.8,70.9,997.0,270
928,108,서울,2020-07-17,26.0,0.0,1.9,72.0,998.3,250
929,108,서울,2020-07-18,26.1,,1.6,71.6,998.4,270
930,108,서울,2020-07-19,24.0,29.1,2.7,81.6,994.9,50
931,108,서울,2020-07-20,23.8,3.6,3.7,86.3,995.9,200
932,108,서울,2020-07-21,25.0,0.0,1.6,77.0,1001.8,270
933,108,서울,2020-07-22,23.7,11.5,1.6,89.3,999.9,50
934,108,서울,2020-07-23,21.1,103.1,3.6,95.5,995.7,50
935,108,서울,2020-07-24,22.5,2.9,4.6,74.3,989.3,50
936,108,서울,2020-07-25,24.3,0.0,3.1,69.3,993.6,50
937,108,서울,2020-07-26,25.4,0.0,2.0,69.3,997.4,50
938,108,서울,2020-07-27,24.3,2.2,2.2,86.4,998.6,50
939,108,서울,2020-07-28,24.4,0.4,2.0,84.8,1000.5,50
940,108,서울,2020-07-29,23.7,50.1,2.0,95.8,1002.0,50
941,108,서울,2020-07-30,25.3,0.1,2.1,85.5,1003.4,230
942,108,서울,2020-07-31,26.2,1.5,2.0,81.9,1003.9,250
943,108,서울,2020-08-01,25.3,39.1,1.7,90.9,1000.5,230
944,108,서울,2020-08-02,24.9,31.4,2.3,96.3,997.8,180
945,108,서울,2020-08-03,25.0,102.6,3.0,96.3,998.4,200
946,108,서울,2020-08-04,27.0,3.9,3.5,89.3,1000.9,200
947,108,서울,2020-08-05,26.5,18.5,1.9,92.1,1000.8,50
948,108,서울,2020-08-06,24.1,75.7,3.3,92.8,995.4,200
949,108,서울,2020-08-07,24.3,0.0,1.8,85.3,996.9,50
950,108,서울,2020-08-08,24.2,19.1,2.3,89.5,993.2,70
951,108,서울,2020-08-09,24.9,50.3,2.6,95.4,992.5,200
952,108,서울,2020-08-10,26.5,44.6,2.0,91.6,993.8,200
953,108,서울,2020-08-11,24.6,97.0,2.2,92.5,999.6,200
954,108,서울,2020-08-12,27.2,,1.9,83.9,1002.7,50
955,108,서울,2020-08-13,28.0,,2.5,82.4,999.3,200
956,108,서울,2020-08-14,27.1,0.4,3.5,86.1,995.8,200
957,108,서울,2020-08-15,26.1,69.0,1.9,96.0,998.7,200
958,108,서울,2020-08-16,27.4,,3.0,82.6,1001.0,200
959,108,서울,2020-08-17,28.2,,2.3,77.9,1003.7,200
960,108,서울,2020-08-18,27.5,,1.6,76.3,1003.2,270
961,108,서울,2020-08-19,27.1,,2.0,76.8,1001.7,270
962,108,서울,2020-08-20,27.7,,1.7,76.0,1002.4,250
963,108,서울,2020-08-21,26.6,2.5,1.6,83.1,1003.9,50
964,108,서울,2020-08-22,24.3,42.6,2.1,87.4,1002.5,50
965,108,서울,2020-08-23,25.3,,1.9,78.4,998.7,270
966,108,서울,2020-08-24,27.8,,2.2,71.6,995.2,50
967,108,서울,2020-08-25,29.9,,2.1,69.5,995.0,200
968,108,서울,2020-08-26,30.2,0.6,3.4,68.3,992.2,70
969,108,서울,2020-08-27,27.1,8.7,3.6,84.6,991.3,110
970,108,서울,2020-08-28,27.3,13.6,1.6,89.1,997.3,270
971,108,서울,2020-08-29,26.8,13.6,1.3,90.1,999.2,50
972,108,서울,2020-08-30,26.8,42.5,2.1,88.8,1001.6,200
973,108,서울,2020-08-31,26.4,0.0,2.8,77.9,1002.4,50
974,108,서울,2020-09-01,26.6,0.0,1.9,72.4,999.4,110
975,108,서울,2020-09-02,24.3,33.3,2.3,91.3,993.7,50
976,108,서울,2020-09-03,22.7,29.8,4.8,82.0,987.3,200
977,108,서울,2020-09-04,23.3,,2.7,63.9,1002.2,200
978,108,서울,2020-09-05,23.3,,2.0,66.6,1003.5,50
979,108,서울,2020-09-06,21.7,6.4,2.7,80.0,999.3,50
980,108,서울,2020-09-07,19.2,61.0,4.2,93.5,983.1,50
981,108,서울,2020-09-08,23.4,0.0,4.2,71.5,998.7,230
982,108,서울,2020-09-09,21.1,1.3,2.1,83.4,999.9,180
983,108,서울,2020-09-10,22.8,3.9,2.0,75.8,999.1,50
984,108,서울,2020-09-11,22.4,1.2,2.8,72.6,1004.5,50
985,108,서울,2020-09-12,20.2,5.7,2.0,83.8,,50
986,108,서울,2020-09-13,21.5,,1.9,70.4,1005.7,50
987,108,서울,2020-09-14,21.3,0.0,1.8,79.3,1004.4,270
988,108,서울,2020-09-15,23.0,,1.6,76.4,1002.6,50
989,108,서울,2020-09-16,22.5,0.3,1.9,79.9,999.6,180
990,108,서울,2020-09-17,21.3,,2.1,70.3,1000.2,270
991,108,서울,2020-09-18,21.5,,2.8,62.0,1002.7,250
992,108,서울,2020-09-19,21.2,0.3,2.2,59.3,1004.9,250
993,108,서울,2020-09-20,19.7,,2.0,57.6,1007.0,290
994,108,서울,2020-09-21,19.1,,1.7,56.1,1008.1,50
995,108,서울,2020-09-22,20.2,,2.8,55.3,1008.7,50
996,108,서울,2020-09-23,19.2,,3.3,59.9,1008.2,50
997,108,서울,2020-09-24,20.6,,3.7,59.6,1005.3,50
998,108,서울,2020-09-25,20.1,,2.5,64.1,1003.7,50
999,108,서울,2020-09-26,19.3,,2.4,62.5,1006.7,50
1000,108,서울,2020-09-27,20.4,,2.0,63.3,1008.5,50
1001,108,서울,2020-09-28,20.7,,2.0,66.0,1006.5,50
1002,108,서울,2020-09-29,19.6,,1.9,67.6,1001.6,290
1003,108,서울,2020-09-30,19.6,38.3,1.7,78.0,1000.6,20
1004,108,서울,2020-10-01,18.8,,2.1,74.9,1003.4,50
1005,108,서울,2020-10-02,19.2,0.0,2.3,79.6,1004.6,180
1006,108,서울,2020-10-03,19.9,0.0,1.6,72.5,1004.9,270
1007,108,서울,2020-10-04,16.6,0.0,2.8,65.1,1002.7,270
1008,108,서울,2020-10-05,13.3,,2.5,57.3,1007.9,270
1009,108,서울,2020-10-06,14.2,,2.0,55.9,1012.2,290
1010,108,서울,2020-10-07,16.0,,1.9,48.9,1015.8,50
1011,108,서울,2020-10-08,17.2,,3.1,53.0,1016.7,50
1012,108,서울,2020-10-09,17.2,,3.0,53.4,1013.2,70
1013,108,서울,2020-10-10,16.9,,2.0,60.1,1009.7,70
1014,108,서울,2020-10-11,16.9,,1.8,68.5,1006.1,50
1015,108,서울,2020-10-12,16.2,,2.2,68.6,1005.2,250
1016,108,서울,2020-10-13,13.6,,2.2,52.3,1010.7,270
1017,108,서울,2020-10-14,12.8,,2.4,47.0,1014.6,290
1018,108,서울,2020-10-15,11.7,,1.5,41.8,1015.8,50
1019,108,서울,2020-10-16,11.8,,1.5,64.3,1013.7,50
1020,108,서울,2020-10-17,13.1,,1.8,64.3,1013.0,270
1021,108,서울,2020-10-18,13.6,,2.0,65.5,1013.6,20
1022,108,서울,2020-10-19,15.1,,1.7,74.4,1014.7,20
1023,108,서울,2020-10-20,15.2,,1.6,67.1,1015.4,20
1024,108,서울,2020-10-21,14.1,,1.9,69.4,1008.6,50
1025,108,서울,2020-10-22,13.5,0.0,2.8,66.0,1003.5,50
1026,108,서울,2020-10-23,8.6,,3.0,51.5,1004.9,270
1027,108,서울,2020-10-24,8.7,,2.5,47.6,1008.7,270
1028,108,서울,2020-10-25,11.8,,1.7,62.5,1009.9,20
1029,108,서울,2020-10-26,12.9,,1.6,71.6,1009.8,20
1030,108,서울,2020-10-27,14.0,,1.8,74.1,1010.9,270
1031,108,서울,2020-10-28,13.8,,2.5,52.1,1012.6,270
1032,108,서울,2020-10-29,10.8,,2.0,40.3,1013.7,270
1033,108,서울,2020-10-30,11.9,,1.5,42.9,1015.2,50
1034,108,서울,2020-10-31,13.6,,2.6,60.3,1013.9,200
1035,108,서울,2020-11-01,13.7,13.6,2.3,84.3,1009.2,200
1036,108,서울,2020-11-02,10.8,1.7,2.3,58.3,1010.1,270
1037,108,서울,2020-11-03,5.1,0.5,3.5,47.5,1011.9,270
1038,108,서울,2020-11-04,4.9,,2.3,43.9,1015.2,270
1039,108,서울,2020-11-05,9.6,,1.8,61.5,1016.7,50
1040,108,서울,2020-11-06,13.5,,1.7,63.3,1010.9,50
1041,108,서울,2020-11-07,14.6,0.1,2.7,68.8,1007.6,230
1042,108,서울,2020-11-08,8.5,,3.1,43.8,1012.3,270
1043,108,서울,2020-11-09,5.5,,1.8,40.9,1015.2,270
1044,108,서울,2020-11-10,7.7,,2.2,56.1,1017.9,270
1045,108,서울,2020-11-11,9.3,,1.6,53.5,1021.3,50
1046,108,서울,2020-11-12,10.4,,1.7,56.9,1019.9,20
1047,108,서울,2020-11-13,12.2,,1.6,71.5,1018.2,20
1048,108,서울,2020-11-14,12.5,,1.7,66.9,1018.9,50
1049,108,서울,2020-11-15,11.1,,1.7,75.0,1017.1,20
1050,108,서울,2020-11-16,12.4,,1.6,70.1,1015.9,50
1051,108,서울,2020-11-17,15.9,0.1,2.3,67.5,1013.2,70
1052,108,서울,2020-11-18,16.6,12.2,2.6,91.4,1005.5,50
1053,108,서울,2020-11-19,13.6,86.9,4.2,90.5,998.0,270
1054,108,서울,2020-11-20,2.8,0.0,3.2,74.3,1009.3,290
1055,108,서울,2020-11-21,6.5,0.2,2.1,67.9,1013.1,50
1056,108,서울,2020-11-22,5.6,4.8,2.5,80.5,1012.4,270
1057,108,서울,2020-11-23,1.7,,2.3,61.4,1017.8,290
1058,108,서울,2020-11-24,2.9,,1.8,54.5,1018.0,20
1059,108,서울,2020-11-25,4.6,,1.5,64.1,1017.0,270
1060,108,서울,2020-11-26,5.6,,1.7,66.5,1016.5,270
1061,108,서울,2020-11-27,4.1,0.0,2.7,61.6,1015.4,270
1062,108,서울,2020-11-28,-0.1,,2.8,50.0,1018.3,290
1063,108,서울,2020-11-29,-0.6,,2.2,59.6,1019.3,270
1064,108,서울,2020-11-30,-0.2,,1.9,57.8,1024.1,270
1065,108,서울,2020-12-01,1.1,,1.9,44.5,1024.7,290
1066,108,서울,2020-12-02,2.4,,1.8,41.4,1020.2,270
1067,108,서울,2020-12-03,0.7,,2.7,47.1,1019.1,290
1068,108,서울,2020-12-04,-0.6,,1.8,53.8,1019.6,290
1069,108,서울,2020-12-05,2.1,,1.7,63.1,1019.1,20
1070,108,서울,2020-12-06,4.5,,1.8,66.9,1017.4,50
1071,108,서울,2020-12-07,3.4,,2.6,57.5,1017.6,270
1072,108,서울,2020-12-08,-0.5,,2.0,50.0,1018.2,320
1073,108,서울,2020-12-09,1.5,,1.5,55.1,1015.9,50
1074,108,서울,2020-12-10,5.8,0.0,1.7,69.9,1011.8,50
1075,108,서울,2020-12-11,5.3,,1.8,77.1,1009.1,270
1076,108,서울,2020-12-12,2.3,,2.1,51.3,1009.0,270
1077,108,서울,2020-12-13,-1.1,2.9,2.9,74.9,1008.4,270
1078,108,서울,2020-12-14,-7.7,,3.4,49.1,1018.3,290
1079,108,서울,2020-12-15,-8.3,,2.8,43.0,1020.5,290
1080,108,서울,2020-12-16,-8.3,,2.6,43.9,1020.6,290
1081,108,서울,2020-12-17,-4.9,0.0,1.7,47.0,1019.6,20
1082,108,서울,2020-12-18,-2.1,0.2,3.0,57.0,1017.7,50
1083,108,서울,2020-12-19,-5.1,,2.4,45.1,1022.4,270
1084,108,서울,2020-12-20,-3.7,,2.0,50.4,1021.6,270
1085,108,서울,2020-12-21,-1.0,,1.6,64.1,1018.4,20
1086,108,서울,2020-12-22,2.0,,2.0,67.6,1015.3,20
1087,108,서울,2020-12-23,4.5,0.0,2.3,76.6,1011.3,50
1088,108,서울,2020-12-24,2.6,,2.9,61.5,1007.8,270
1089,108,서울,2020-12-25,-0.8,,2.1,51.9,1012.8,250
1090,108,서울,2020-12-26,2.2,,1.8,65.8,1013.5,20
1091,108,서울,2020-12-27,5.8,0.0,1.8,62.9,1011.0,70
1092,108,서울,2020-12-28,6.7,1.3,1.4,72.1,1012.6,50
1093,108,서울,2020-12-29,0.1,0.2,2.9,70.8,1011.0,270
1094,108,서울,2020-12-30,-10.9,,4.1,55.5,1012.5,270
1095,108,서울,2020-12-31,-8.9,0.0,2.4,53.9,1015.4,270
