,Station Code,Name,Date,Temp,Prec,WS,Humi,Pres,cbwd
0,108,서울,2018-01-01,-1.3,,1.4,39.1,1016.8,290
1,108,서울,2018-01-02,-1.8,,1.8,42.0,1018.1,290
2,108,서울,2018-01-03,-4.7,,2.2,42.3,1019.9,290
3,108,서울,2018-01-04,-4.7,,1.4,43.0,1016.5,290
4,108,서울,2018-01-05,-3.0,,1.7,48.4,1010.3,290
5,108,서울,2018-01-06,-2.8,,1.5,45.8,1012.9,290
6,108,서울,2018-01-07,-0.8,,0.8,42.1,1010.7,90
7,108,서울,2018-01-08,1.3,0.9,1.8,51.9,1000.6,270
8,108,서울,2018-01-09,-4.2,0.5,2.9,59.4,1002.8,290
9,108,서울,2018-01-10,-7.5,0.3,3.0,52.0,1007.9,290
10,108,서울,2018-01-11,-11.1,,2.8,49.8,1015.9,290
11,108,서울,2018-01-12,-10.2,0.0,1.7,35.4,1020.6,290
12,108,서울,2018-01-13,-4.4,0.4,0.8,67.3,1021.1,50
13,108,서울,2018-01-14,0.6,,1.2,64.1,1017.9,90
14,108,서울,2018-01-15,4.7,0.2,1.4,63.9,1012.8,290
15,108,서울,2018-01-16,3.5,0.0,0.7,59.1,1007.6,20
16,108,서울,2018-01-17,4.5,,1.2,64.1,1007.2,290
17,108,서울,2018-01-18,2.1,0.0,1.9,59.6,1012.9,290
18,108,서울,2018-01-19,1.0,,1.6,43.0,1013.5,290
19,108,서울,2018-01-20,2.2,,1.6,57.6,1012.0,270
20,108,서울,2018-01-21,0.4,,1.0,36.6,1012.7,290
21,108,서울,2018-01-22,0.2,3.3,1.5,56.5,1005.2,290
22,108,서울,2018-01-23,-11.7,,3.7,42.0,1013.4,290
23,108,서울,2018-01-24,-14.2,,3.4,31.6,1018.3,290
24,108,서울,2018-01-25,-14.0,,2.8,32.6,1019.1,340
25,108,서울,2018-01-26,-14.8,,2.6,34.9,1018.9,320
26,108,서울,2018-01-27,-9.9,,1.4,37.4,1017.8,270
27,108,서울,2018-01-28,-6.3,,2.6,36.0,1011.6,290
28,108,서울,2018-01-29,-8.5,,2.7,35.0,1013.0,270
29,108,서울,2018-01-30,-5.3,2.9,1.3,62.0,1014.7,200
30,108,서울,2018-01-31,-2.6,0.0,1.6,54.5,1016.6,290
31,108,서울,2018-02-01,-4.0,,1.6,44.1,1018.3,290
32,108,서울,2018-02-02,-2.4,,1.6,51.1,1017.5,290
33,108,서울,2018-02-03,-7.3,0.5,3.8,47.0,1017.2,290
34,108,서울,2018-02-04,-9.5,,3.1,40.9,1017.3,290
35,108,서울,2018-02-05,-9.4,,3.0,37.8,1015.1,290
36,108,서울,2018-02-06,-10.1,,3.1,36.5,1014.4,290
37,108,서울,2018-02-07,-8.0,,1.5,39.8,1015.4,290
38,108,서울,2018-02-08,-4.4,,1.2,43.3,1014.0,20
39,108,서울,2018-02-09,0.4,,1.1,43.9,1011.8,230
40,108,서울,2018-02-10,-0.5,,3.0,47.4,1010.9,290
41,108,서울,2018-02-11,-6.1,0.0,2.7,42.5,1011.3,270
42,108,서울,2018-02-12,-5.8,0.0,2.7,40.8,1011.0,270
43,108,서울,2018-02-13,-0.8,,2.7,54.5,1011.0,200
44,108,서울,2018-02-14,3.5,,2.6,51.0,1006.3,250
45,108,서울,2018-02-15,-0.7,,2.5,28.0,1011.5,290
46,108,서울,2018-02-16,-1.1,,2.1,40.1,1008.1,270
47,108,서울,2018-02-17,-3.0,,2.9,25.6,1014.1,290
48,108,서울,2018-02-18,-0.4,,1.3,26.9,1015.5,270
49,108,서울,2018-02-19,1.8,,1.5,48.6,1013.3,290
50,108,서울,2018-02-20,0.9,,2.5,41.0,1012.8,290
51,108,서울,2018-02-21,-0.9,,2.3,31.5,1013.4,290
52,108,서울,2018-02-22,1.3,0.4,2.2,59.0,1010.6,230
53,108,서울,2018-02-23,4.2,3.7,1.9,81.1,1010.1,230
54,108,서울,2018-02-24,2.4,,2.1,49.4,1016.8,290
55,108,서울,2018-02-25,1.9,,1.7,40.6,1014.6,290
56,108,서울,2018-02-26,3.1,,1.4,43.1,1013.9,290
57,108,서울,2018-02-27,4.2,,0.9,48.8,1012.5,90
58,108,서울,2018-02-28,4.6,25.0,2.0,73.3,1000.1,90
59,108,서울,2018-03-01,-0.2,0.5,3.8,61.9,1001.1,290
60,108,서울,2018-03-02,-0.7,,1.5,34.0,1007.5,290
61,108,서울,2018-03-03,7.9,0.0,1.5,38.1,1003.7,270
62,108,서울,2018-03-04,9.8,11.5,1.2,89.1,1003.0,90
63,108,서울,2018-03-05,5.5,3.5,2.0,67.5,1007.9,50
64,108,서울,2018-03-06,4.5,,1.6,46.8,1018.8,20
65,108,서울,2018-03-07,6.4,0.5,1.8,54.0,1016.7,90
66,108,서울,2018-03-08,4.6,4.0,1.9,76.0,1009.3,320
67,108,서울,2018-03-09,4.5,,1.5,63.3,1012.6,290
68,108,서울,2018-03-10,4.6,,2.0,65.8,1013.4,290
69,108,서울,2018-03-11,6.4,,2.0,51.3,1014.7,290
70,108,서울,2018-03-12,8.0,,1.4,45.8,1011.8,290
71,108,서울,2018-03-13,12.4,,1.8,60.5,1008.3,230
72,108,서울,2018-03-14,17.0,,2.3,58.8,1008.5,230
73,108,서울,2018-03-15,12.4,27.0,2.1,92.1,1003.3,270
74,108,서울,2018-03-16,7.1,,1.9,46.9,1014.1,90
75,108,서울,2018-03-17,6.6,,1.5,48.0,1016.6,270
76,108,서울,2018-03-18,8.2,0.5,1.2,55.9,1010.7,290
77,108,서울,2018-03-19,8.0,1.0,2.5,64.5,1006.2,90
78,108,서울,2018-03-20,4.7,,3.4,39.9,1013.0,90
79,108,서울,2018-03-21,2.1,1.0,1.7,64.1,1007.5,20
80,108,서울,2018-03-22,4.9,,2.2,61.5,1004.4,270
81,108,서울,2018-03-23,6.1,,2.0,55.3,1009.1,270
82,108,서울,2018-03-24,7.6,,2.1,61.9,1011.8,270
83,108,서울,2018-03-25,9.6,,1.7,65.6,1014.0,290
84,108,서울,2018-03-26,11.0,,1.9,64.5,1011.3,290
85,108,서울,2018-03-27,13.3,,1.6,61.1,1007.3,250
86,108,서울,2018-03-28,14.0,,2.2,66.4,1006.6,250
87,108,서울,2018-03-29,15.4,,1.6,66.3,1009.6,270
88,108,서울,2018-03-30,14.8,,1.7,55.6,1012.7,90
89,108,서울,2018-03-31,14.0,,1.9,52.9,1009.9,270
90,108,서울,2018-04-01,15.6,,1.5,68.8,1006.3,200
91,108,서울,2018-04-02,18.4,,1.9,64.0,1005.4,230
92,108,서울,2018-04-03,17.8,0.1,2.1,72.9,1006.4,230
93,108,서울,2018-04-04,13.4,18.5,1.9,67.0,1007.4,90
94,108,서울,2018-04-05,7.6,10.5,2.0,90.6,1005.7,90
95,108,서울,2018-04-06,5.8,6.5,3.1,71.6,1001.0,270
96,108,서울,2018-04-07,4.2,0.2,4.1,45.5,1003.4,270
97,108,서울,2018-04-08,3.9,3.0,1.8,59.6,1004.7,90
98,108,서울,2018-04-09,7.9,,1.1,57.9,1007.5,20
99,108,서울,2018-04-10,15.1,5.0,3.5,51.0,1000.0,200
100,108,서울,2018-04-11,12.6,,3.0,49.4,1000.8,270
101,108,서울,2018-04-12,13.3,,2.6,30.5,1007.7,320
102,108,서울,2018-04-13,14.6,,1.3,22.9,1011.8,110
103,108,서울,2018-04-14,9.0,9.0,1.8,78.8,999.5,290
104,108,서울,2018-04-15,9.5,,2.4,65.5,1002.3,270
105,108,서울,2018-04-16,11.6,,1.6,41.9,1009.3,270
106,108,서울,2018-04-17,12.9,,1.9,37.9,1009.5,290
107,108,서울,2018-04-18,12.4,,1.9,35.4,1007.4,290
108,108,서울,2018-04-19,14.0,,1.9,38.8,1007.8,290
109,108,서울,2018-04-20,18.4,,1.3,46.0,1009.3,20
110,108,서울,2018-04-21,18.7,,1.9,32.0,1008.1,270
111,108,서울,2018-04-22,15.5,15.5,1.1,57.4,1007.9,110
112,108,서울,2018-04-23,9.3,59.0,2.2,93.9,1005.0,110
113,108,서울,2018-04-24,12.1,3.0,1.4,63.3,1001.6,110
114,108,서울,2018-04-25,14.6,,1.5,37.8,1003.2,290
115,108,서울,2018-04-26,14.9,,2.1,51.9,1003.7,290
116,108,서울,2018-04-27,15.7,,1.7,52.9,1004.2,290
117,108,서울,2018-04-28,15.4,,2.0,49.0,1006.2,290
118,108,서울,2018-04-29,16.2,,1.9,43.1,1003.4,290
119,108,서울,2018-04-30,19.2,,1.6,61.6,1004.4,290
120,108,서울,2018-05-01,20.4,0.0,1.5,72.8,1003.5,320
121,108,서울,2018-05-02,15.1,12.0,1.9,90.4,994.9,70
122,108,서울,2018-05-03,11.2,1.0,2.7,62.4,997.4,290
123,108,서울,2018-05-04,14.1,,2.7,45.5,1001.5,270
124,108,서울,2018-05-05,18.3,,2.6,46.8,1004.7,230
125,108,서울,2018-05-06,16.6,22.0,1.1,86.4,997.7,90
126,108,서울,2018-05-07,19.2,,1.2,60.3,996.5,290
127,108,서울,2018-05-08,17.5,,1.7,50.9,1003.9,110
128,108,서울,2018-05-09,15.7,,1.7,50.4,1010.6,90
129,108,서울,2018-05-10,15.4,,2.3,67.4,1012.1,270
130,108,서울,2018-05-11,16.1,,1.8,59.8,1008.2,290
131,108,서울,2018-05-12,14.2,32.0,0.9,89.3,999.8,50
132,108,서울,2018-05-13,15.8,0.5,1.9,82.5,998.3,270
133,108,서울,2018-05-14,18.2,,1.4,71.4,1001.3,270
134,108,서울,2018-05-15,23.2,0.0,1.1,56.4,1000.0,230
135,108,서울,2018-05-16,22.3,45.0,1.9,93.8,995.1,200
136,108,서울,2018-05-17,20.9,83.0,1.4,97.0,994.0,270
137,108,서울,2018-05-18,16.3,6.5,1.3,86.8,996.2,70
138,108,서울,2018-05-19,17.6,,1.5,47.5,1005.9,90
139,108,서울,2018-05-20,17.0,,1.4,32.1,1009.2,90
140,108,서울,2018-05-21,17.8,,1.4,43.9,1007.9,110
141,108,서울,2018-05-22,18.1,12.5,1.1,75.5,1002.0,290
142,108,서울,2018-05-23,17.3,6.5,2.5,57.1,998.4,320
143,108,서울,2018-05-24,18.3,,2.2,47.4,999.5,230
144,108,서울,2018-05-25,19.7,,1.8,47.4,998.5,290
145,108,서울,2018-05-26,21.8,,1.4,50.1,998.8,290
146,108,서울,2018-05-27,20.3,,1.7,47.4,1000.4,320
147,108,서울,2018-05-28,22.3,,1.6,49.8,999.9,270
148,108,서울,2018-05-29,21.4,1.0,1.8,69.3,1001.2,290
149,108,서울,2018-05-30,20.2,0.0,1.9,69.8,1000.0,270
150,108,서울,2018-05-31,20.9,,1.9,58.9,1001.4,290
151,108,서울,2018-06-01,23.8,,1.9,50.4,1004.7,290
152,108,서울,2018-06-02,23.4,,2.0,44.5,1005.1,270
153,108,서울,2018-06-03,24.0,,1.6,39.4,1003.0,270
154,108,서울,2018-06-04,22.6,,1.9,50.1,1002.6,290
155,108,서울,2018-06-05,23.7,,1.7,52.5,1001.6,290
156,108,서울,2018-06-06,23.0,,2.0,62.9,1002.1,270
157,108,서울,2018-06-07,22.2,,2.0,69.3,1001.7,270
158,108,서울,2018-06-08,21.9,,2.1,68.0,998.8,290
159,108,서울,2018-06-09,23.7,0.5,1.4,60.6,997.1,90
160,108,서울,2018-06-10,21.3,0.5,1.4,59.9,994.7,90
161,108,서울,2018-06-11,20.2,5.0,1.4,67.3,990.9,70
162,108,서울,2018-06-12,21.3,0.0,1.7,65.5,993.0,290
163,108,서울,2018-06-13,22.0,0.0,1.5,64.0,996.2,50
164,108,서울,2018-06-14,21.6,29.0,1.1,74.9,997.7,90
165,108,서울,2018-06-15,21.7,16.5,1.4,60.8,1001.0,90
166,108,서울,2018-06-16,22.5,,1.4,56.4,1002.1,290
167,108,서울,2018-06-17,22.8,,1.3,66.9,1000.3,270
168,108,서울,2018-06-18,24.8,,1.5,54.9,996.9,290
169,108,서울,2018-06-19,22.4,,1.8,61.3,994.8,250
170,108,서울,2018-06-20,22.7,,2.3,68.1,994.0,290
171,108,서울,2018-06-21,23.7,,2.2,60.1,997.1,290
172,108,서울,2018-06-22,25.0,,1.8,45.1,998.3,290
173,108,서울,2018-06-23,24.5,,2.0,50.6,994.8,270
174,108,서울,2018-06-24,25.2,,1.9,62.8,998.1,270
175,108,서울,2018-06-25,27.1,,1.2,57.1,1000.2,290
176,108,서울,2018-06-26,22.3,71.5,2.4,88.3,993.7,230
177,108,서울,2018-06-27,22.3,1.0,2.0,81.9,992.3,250
178,108,서울,2018-06-28,23.3,26.5,1.1,85.1,989.6,180
179,108,서울,2018-06-29,24.7,6.5,1.5,78.5,993.1,270
180,108,서울,2018-06-30,24.4,14.5,0.9,83.8,999.6,50
181,108,서울,2018-07-01,21.9,83.5,0.8,94.6,999.3,110
182,108,서울,2018-07-02,22.6,59.5,0.7,95.4,997.5,50
183,108,서울,2018-07-03,27.4,0.1,0.8,74.4,990.1,70
184,108,서울,2018-07-04,27.3,,1.7,69.6,988.1,290
185,108,서울,2018-07-05,25.3,0.5,1.2,72.8,993.3,90
186,108,서울,2018-07-06,23.9,,1.8,57.8,998.2,90
187,108,서울,2018-07-07,23.7,,1.6,51.4,1000.3,90
188,108,서울,2018-07-08,23.3,,1.5,51.5,1002.4,90
189,108,서울,2018-07-09,20.8,14.0,1.1,82.3,1004.9,90
190,108,서울,2018-07-10,23.7,16.5,0.7,87.8,1004.4,110
191,108,서울,2018-07-11,26.8,3.0,1.3,82.9,1004.9,50
192,108,서울,2018-07-12,26.6,1.0,1.5,82.4,1003.4,290
193,108,서울,2018-07-13,27.3,,1.8,74.8,1002.4,290
194,108,서울,2018-07-14,27.9,0.0,1.9,69.6,1001.4,290
195,108,서울,2018-07-15,28.3,,1.6,69.6,1002.3,290
196,108,서울,2018-07-16,28.7,,1.7,64.3,1002.4,290
197,108,서울,2018-07-17,28.1,,1.7,66.5,1002.2,290
198,108,서울,2018-07-18,28.2,,1.6,64.8,1001.9,290
199,108,서울,2018-07-19,28.7,,1.6,64.1,1001.1,290
200,108,서울,2018-07-20,29.5,,1.5,62.6,999.4,290
201,108,서울,2018-07-21,30.6,,1.5,53.6,999.0,290
202,108,서울,2018-07-22,31.8,,1.4,49.6,998.6,270
203,108,서울,2018-07-23,31.7,,1.8,53.8,999.0,290
204,108,서울,2018-07-24,31.4,,1.6,59.5,997.4,290
205,108,서울,2018-07-25,30.1,,2.4,66.3,997.5,230
206,108,서울,2018-07-26,30.1,,1.5,68.8,997.5,290
207,108,서울,2018-07-27,30.9,,1.9,69.3,997.2,290
208,108,서울,2018-07-28,29.5,7.5,1.2,77.1,996.1,270
209,108,서울,2018-07-29,31.3,,1.2,52.4,994.2,50
210,108,서울,2018-07-30,31.7,,1.2,50.9,994.3,70
211,108,서울,2018-07-31,32.6,,1.5,50.5,994.7,90
212,108,서울,2018-08-01,33.6,,1.7,55.5,993.4,270
213,108,서울,2018-08-02,33.7,,1.6,54.4,995.6,290
214,108,서울,2018-08-03,33.1,,1.9,55.3,997.4,270
215,108,서울,2018-08-04,31.1,,2.4,60.6,998.2,270
216,108,서울,2018-08-05,30.0,2.0,2.6,71.8,997.6,270
217,108,서울,2018-08-06,30.5,6.5,1.6,71.6,996.8,290
218,108,서울,2018-08-07,30.5,,1.5,63.4,997.2,90
219,108,서울,2018-08-08,31.0,,2.1,64.8,996.8,290
220,108,서울,2018-08-09,28.8,2.0,1.5,76.3,994.5,290
221,108,서울,2018-08-10,30.7,,1.4,60.9,993.6,340
222,108,서울,2018-08-11,31.0,,1.5,55.8,995.3,110
223,108,서울,2018-08-12,30.6,5.0,1.5,61.3,997.4,160
224,108,서울,2018-08-13,30.5,1.0,1.4,68.6,1000.4,50
225,108,서울,2018-08-14,31.7,,1.3,58.3,1000.0,290
226,108,서울,2018-08-15,31.7,1.0,1.2,59.5,997.3,70
227,108,서울,2018-08-16,29.9,,1.7,51.0,999.6,90
228,108,서울,2018-08-17,27.2,,1.8,39.8,1002.4,110
229,108,서울,2018-08-18,26.7,,1.4,44.6,1001.1,110
230,108,서울,2018-08-19,28.2,,1.2,50.6,999.8,20
231,108,서울,2018-08-20,29.1,0.0,2.0,55.6,995.3,140
232,108,서울,2018-08-21,26.6,5.0,2.5,71.4,993.9,290
233,108,서울,2018-08-22,30.7,,1.1,54.1,994.7,110
234,108,서울,2018-08-23,29.4,3.0,1.7,59.1,990.2,70
235,108,서울,2018-08-24,24.4,7.5,2.5,86.3,987.5,290
236,108,서울,2018-08-25,25.2,,2.6,68.0,999.2,200
237,108,서울,2018-08-26,23.2,2.0,1.2,70.0,1002.0,50
238,108,서울,2018-08-27,22.7,19.5,0.8,91.0,1001.6,70
239,108,서울,2018-08-28,23.7,96.5,0.9,92.4,1001.5,90
240,108,서울,2018-08-29,25.2,42.0,2.4,86.0,999.1,200
241,108,서울,2018-08-30,25.3,9.5,1.8,80.9,999.2,290
242,108,서울,2018-08-31,25.6,0.1,1.6,67.4,1000.3,290
243,108,서울,2018-09-01,25.5,,1.3,59.4,1001.5,70
244,108,서울,2018-09-02,25.1,,1.5,55.8,999.2,90
245,108,서울,2018-09-03,23.3,34.5,1.0,85.3,991.9,70
246,108,서울,2018-09-04,23.2,,2.2,69.4,988.0,290
247,108,서울,2018-09-05,24.0,,2.5,63.5,992.9,270
248,108,서울,2018-09-06,24.1,1.0,2.0,69.9,994.2,200
249,108,서울,2018-09-07,22.0,0.5,2.5,54.6,995.7,290
250,108,서울,2018-09-08,21.7,,1.7,48.8,1003.5,290
251,108,서울,2018-09-09,22.2,,1.2,49.0,1006.4,70
252,108,서울,2018-09-10,22.9,,1.6,49.5,1010.6,90
253,108,서울,2018-09-11,21.6,,1.5,48.1,1010.8,70
254,108,서울,2018-09-12,22.8,,1.4,52.0,1008.1,70
255,108,서울,2018-09-13,23.5,,1.2,63.5,1007.0,70
256,108,서울,2018-09-14,23.5,0.5,1.3,66.9,1005.6,70
257,108,서울,2018-09-15,23.3,0.2,1.0,76.0,1004.4,70
258,108,서울,2018-09-16,22.2,2.0,1.7,83.6,1005.4,270
259,108,서울,2018-09-17,22.3,0.1,1.9,64.3,1007.0,290
260,108,서울,2018-09-18,22.0,,1.2,59.8,1006.6,290
261,108,서울,2018-09-19,22.1,0.2,1.0,59.1,1004.1,50
262,108,서울,2018-09-20,19.0,5.0,1.8,82.4,1000.7,90
263,108,서울,2018-09-21,19.4,18.0,1.3,85.8,1000.3,90
264,108,서울,2018-09-22,20.8,6.5,1.8,62.3,1004.6,270
265,108,서울,2018-09-23,19.4,0.0,1.6,52.9,1005.8,270
266,108,서울,2018-09-24,17.6,,2.1,48.3,1008.7,320
267,108,서울,2018-09-25,17.8,,1.1,48.0,1009.5,20
268,108,서울,2018-09-26,19.4,,1.7,47.9,1009.8,90
269,108,서울,2018-09-27,18.9,,1.3,47.6,1008.9,70
270,108,서울,2018-09-28,17.5,,1.2,58.1,1008.5,70
271,108,서울,2018-09-29,20.2,,1.0,55.5,1003.9,70
272,108,서울,2018-09-30,17.6,,2.3,52.5,996.1,270
273,108,서울,2018-10-01,15.4,0.0,2.9,55.1,997.9,270
274,108,서울,2018-10-02,15.9,,1.6,61.4,1007.1,290
275,108,서울,2018-10-03,17.3,,1.3,58.0,1011.7,290
276,108,서울,2018-10-04,19.3,,1.3,56.5,1013.5,70
277,108,서울,2018-10-05,16.9,36.5,1.7,84.1,1008.1,70
278,108,서울,2018-10-06,18.0,55.5,2.2,84.0,997.1,90
279,108,서울,2018-10-07,16.4,,1.7,53.5,1006.6,290
280,108,서울,2018-10-08,14.8,,1.1,47.0,1009.3,20
281,108,서울,2018-10-09,15.3,0.0,1.1,52.5,1005.9,70
282,108,서울,2018-10-10,12.0,7.0,2.5,61.0,1007.1,290
283,108,서울,2018-10-11,9.7,,2.1,51.0,1012.5,320
284,108,서울,2018-10-12,10.9,,1.3,54.0,1015.6,290
285,108,서울,2018-10-13,12.5,,1.0,54.0,1015.2,50
286,108,서울,2018-10-14,13.2,,1.5,60.0,1012.5,290
287,108,서울,2018-10-15,15.2,,1.4,69.9,1009.9,320
288,108,서울,2018-10-16,14.5,,1.3,55.9,1006.5,290
289,108,서울,2018-10-17,12.4,,1.3,53.3,1005.8,290
290,108,서울,2018-10-18,12.7,,1.1,59.5,1010.0,50
291,108,서울,2018-10-19,13.1,,1.4,54.3,1014.9,270
292,108,서울,2018-10-20,13.4,,1.2,53.9,1015.3,270
293,108,서울,2018-10-21,13.4,,1.1,49.5,1013.1,270
294,108,서울,2018-10-22,14.0,,1.0,50.0,1009.9,20
295,108,서울,2018-10-23,12.2,5.0,1.1,75.1,1007.2,50
296,108,서울,2018-10-24,12.5,,1.3,66.0,1010.5,290
297,108,서울,2018-10-25,13.8,,0.9,55.5,1010.1,50
298,108,서울,2018-10-26,12.2,11.0,1.6,74.1,1001.6,270
299,108,서울,2018-10-27,8.7,,3.2,49.6,1004.5,270
300,108,서울,2018-10-28,8.3,5.5,1.5,77.1,999.8,70
301,108,서울,2018-10-29,7.2,0.0,2.0,57.3,1004.3,290
302,108,서울,2018-10-30,6.1,0.0,1.6,51.3,1011.2,270
303,108,서울,2018-10-31,7.4,0.0,1.6,55.4,1013.1,290
304,108,서울,2018-11-01,8.4,,1.3,53.4,1015.8,290
305,108,서울,2018-11-02,10.6,,1.1,54.9,1017.3,20
306,108,서울,2018-11-03,11.2,,1.3,56.0,1015.0,20
307,108,서울,2018-11-04,11.6,,1.3,55.0,1012.2,270
308,108,서울,2018-11-05,11.9,,1.1,65.5,1012.9,270
309,108,서울,2018-11-06,12.2,,0.9,70.5,1014.7,270
310,108,서울,2018-11-07,12.8,2.0,1.1,79.5,1014.0,70
311,108,서울,2018-11-08,11.8,64.0,1.8,93.8,1002.5,90
312,108,서울,2018-11-09,12.1,1.0,3.1,69.0,1006.9,270
313,108,서울,2018-11-10,11.9,0.0,1.4,69.1,1013.4,290
314,108,서울,2018-11-11,8.1,0.0,1.1,67.6,1011.9,50
315,108,서울,2018-11-12,8.1,,1.2,52.3,1009.6,320
316,108,서울,2018-11-13,8.8,,1.1,51.6,1009.6,290
317,108,서울,2018-11-14,9.8,,1.1,55.5,1012.9,320
318,108,서울,2018-11-15,9.7,,1.0,55.4,1014.2,20
319,108,서울,2018-11-16,8.8,,1.7,65.1,1011.6,290
320,108,서울,2018-11-17,4.9,,1.4,50.8,1013.1,290
321,108,서울,2018-11-18,6.1,,1.1,48.8,1011.2,270
322,108,서울,2018-11-19,6.5,,1.4,50.4,1012.2,20
323,108,서울,2018-11-20,6.5,0.2,1.8,39.9,1014.4,200
324,108,서울,2018-11-21,5.8,1.0,1.2,57.1,1013.9,340
325,108,서울,2018-11-22,2.3,,2.4,35.0,1015.5,270
326,108,서울,2018-11-23,1.9,,1.4,29.6,1017.9,290
327,108,서울,2018-11-24,2.6,10.9,1.8,71.1,1013.2,70
328,108,서울,2018-11-25,4.8,,1.0,77.8,1014.0,20
329,108,서울,2018-11-26,6.3,,1.0,70.1,1014.3,20
330,108,서울,2018-11-27,7.1,,1.5,65.0,1012.3,70
331,108,서울,2018-11-28,5.0,,1.6,27.1,1014.3,290
332,108,서울,2018-11-29,3.5,0.0,1.3,41.4,1016.1,290
333,108,서울,2018-11-30,2.7,,1.4,46.1,1016.5,270
334,108,서울,2018-12-01,5.5,,1.0,42.3,1016.6,20
335,108,서울,2018-12-02,8.2,,1.3,50.1,1013.1,90
336,108,서울,2018-12-03,11.5,9.5,1.4,87.4,1005.9,90
337,108,서울,2018-12-04,6.7,5.0,2.7,74.9,1009.1,290
338,108,서울,2018-12-05,0.0,,1.5,39.5,1016.5,290
339,108,서울,2018-12-06,2.4,0.0,2.3,50.5,1012.9,270
340,108,서울,2018-12-07,-7.3,,3.8,37.1,1021.6,290
341,108,서울,2018-12-08,-8.3,,2.6,37.1,1022.9,340
342,108,서울,2018-12-09,-7.2,,1.5,27.0,1025.7,290
343,108,서울,2018-12-10,-2.5,,0.9,33.3,1023.5,50
344,108,서울,2018-12-11,0.2,,1.2,44.8,1017.8,20
345,108,서울,2018-12-12,-1.9,,2.2,39.0,1018.8,290
346,108,서울,2018-12-13,-2.2,1.3,2.0,57.4,1018.6,320
347,108,서울,2018-12-14,-4.4,,1.7,44.3,1024.2,290
348,108,서울,2018-12-15,-2.4,,1.0,46.8,1021.4,20
349,108,서울,2018-12-16,0.0,0.3,0.9,63.8,1010.0,50
350,108,서울,2018-12-17,1.6,0.3,1.8,60.1,1007.8,290
351,108,서울,2018-12-18,2.6,,1.4,56.3,1009.4,230
352,108,서울,2018-12-19,4.0,,1.4,53.4,1010.4,290
353,108,서울,2018-12-20,3.4,,0.9,45.5,1012.8,20
354,108,서울,2018-12-21,5.6,,1.1,40.1,1012.5,70
355,108,서울,2018-12-22,6.9,,1.5,48.9,1012.5,290
356,108,서울,2018-12-23,2.4,,2.9,43.0,1014.1,290
357,108,서울,2018-12-24,-2.3,,1.6,35.9,1017.0,290
358,108,서울,2018-12-25,0.6,,1.2,53.4,1013.3,50
359,108,서울,2018-12-26,-1.5,,2.8,40.8,1014.9,290
360,108,서울,2018-12-27,-10.1,,3.5,28.3,1019.5,290
361,108,서울,2018-12-28,-10.5,,2.5,33.0,1021.6,290
362,108,서울,2018-12-29,-7.6,,2.9,29.0,1024.3,290
363,108,서울,2018-12-30,-6.8,,1.2,35.9,1026.8,290
364,108,서울,2018-12-31,-5.4,,1.2,39.6,1026.2,290
365,108,서울,2019-01-01,-5.0,,2.1,49.5,1022.6,290
366,108,서울,2019-01-02,-4.9,,1.7,42.8,1023.4,270
367,108,서울,2019-01-03,-3.5,,1.4,38.8,1024.2,290
368,108,서울,2019-01-04,-1.1,,1.2,55.5,1019.5,20
369,108,서울,2019-01-05,-2.8,,2.2,40.3,1016.6,290
370,108,서울,2019-01-06,-2.8,,1.2,35.0,1017.6,290
371,108,서울,2019-01-07,-1.9,,1.4,46.4,1017.4,290
372,108,서울,2019-01-08,-3.5,,2.6,31.0,1018.2,290
373,108,서울,2019-01-09,-4.7,,1.3,28.8,1022.0,50
374,108,서울,2019-01-10,-0.6,,1.3,48.8,1015.5,290
375,108,서울,2019-01-11,2.4,,1.0,58.8,1014.2,20
376,108,서울,2019-01-12,2.8,,1.3,47.6,1012.1,290
377,108,서울,2019-01-13,1.2,,1.4,54.3,1014.8,270
378,108,서울,2019-01-14,1.4,,0.9,68.6,1014.8,290
379,108,서울,2019-01-15,-1.7,0.0,2.7,58.8,1013.2,290
380,108,서울,2019-01-16,-5.2,0.0,2.3,45.9,1015.9,270
381,108,서울,2019-01-17,-0.3,0.0,1.7,45.8,1013.4,290
382,108,서울,2019-01-18,0.6,,1.3,44.0,1016.7,290
383,108,서울,2019-01-19,3.6,,1.2,59.8,1011.7,50
384,108,서울,2019-01-20,-1.4,,3.2,38.5,1011.7,290
385,108,서울,2019-01-21,-1.2,0.0,1.6,57.8,1010.7,270
386,108,서울,2019-01-22,1.7,,1.7,62.0,1008.6,20
387,108,서울,2019-01-23,2.0,,2.3,48.9,1009.6,270
388,108,서울,2019-01-24,0.1,,1.7,34.9,1013.7,270
389,108,서울,2019-01-25,-1.2,,2.6,27.6,1013.4,290
390,108,서울,2019-01-26,-2.5,,2.4,30.9,1017.5,320
391,108,서울,2019-01-27,-0.1,,1.7,52.5,1015.9,230
392,108,서울,2019-01-28,1.2,0.0,3.1,40.4,1011.6,290
393,108,서울,2019-01-29,-0.2,,1.5,35.5,1016.9,290
394,108,서울,2019-01-30,1.8,,1.5,54.6,1014.9,290
395,108,서울,2019-01-31,-2.0,,2.9,29.0,1010.5,290
396,108,서울,2019-02-01,-2.1,0.3,1.7,47.6,1013.0,270
397,108,서울,2019-02-02,1.4,0.0,1.0,60.0,1011.2,70
