Station Code,Name,Date,Temp,Prec,WS,Humi,Pres
108,서울,2018-6-15,21.7,16.5,1.4,60.8,1001
108,서울,2018-6-16,22.5,,1.4,56.4,1002.1
108,서울,2018-6-17,22.8,,1.3,66.9,1000.3
108,서울,2018-6-18,24.8,,1.5,54.9,996.9
108,서울,2018-6-19,22.4,,1.8,61.3,994.8
108,서울,2018-6-20,22.7,,2.3,68.1,994
108,서울,2018-6-21,23.7,,2.2,60.1,997.1
108,서울,2018-6-22,25,,1.8,45.1,998.3
108,서울,2018-6-23,24.5,,2,50.6,994.8
108,서울,2018-6-24,25.2,,1.9,62.8,998.1
108,서울,2018-6-25,27.1,,1.2,57.1,1000.2
108,서울,2018-6-26,22.3,71.5,2.4,88.3,993.7
108,서울,2018-6-27,22.3,1,2,81.9,992.3
108,서울,2018-6-28,23.3,26.5,1.1,85.1,989.6
108,서울,2018-6-29,24.7,6.5,1.5,78.5,993.1
108,서울,2018-6-30,24.4,14.5,0.9,83.8,999.6
108,서울,2018-7-1,21.9,83.5,0.8,94.6,999.3
108,서울,2018-7-2,22.6,59.5,0.7,95.4,997.5
108,서울,2018-7-3,27.4,0.1,0.8,74.4,990.1
108,서울,2018-7-4,27.3,,1.7,69.6,988.1
108,서울,2018-7-5,25.3,0.5,1.2,72.8,993.3
108,서울,2018-7-6,23.9,,1.8,57.8,998.2
108,서울,2018-7-7,23.7,,1.6,51.4,1000.3
108,서울,2018-7-8,23.3,,1.5,51.5,1002.4
108,서울,2018-7-9,20.8,14,1.1,82.3,1004.9
108,서울,2018-7-10,23.7,16.5,0.7,87.8,1004.4
108,서울,2018-7-11,26.8,3,1.3,82.9,1004.9
108,서울,2018-7-12,26.6,1,1.5,82.4,1003.4
108,서울,2018-7-13,27.3,,1.8,74.8,1002.4
108,서울,2018-7-14,27.9,0,1.9,69.6,1001.4
108,서울,2018-7-15,28.3,,1.6,69.6,1002.3
108,서울,2018-7-16,28.7,,1.7,64.3,1002.4
108,서울,2018-7-17,28.1,,1.7,66.5,1002.2
108,서울,2018-7-18,28.2,,1.6,64.8,1001.9
108,서울,2018-7-19,28.7,,1.6,64.1,1001.1
108,서울,2018-7-20,29.5,,1.5,62.6,999.4
108,서울,2018-7-21,30.6,,1.5,53.6,999
108,서울,2018-7-22,31.8,,1.4,49.6,998.6
108,서울,2018-7-23,31.7,,1.8,53.8,999
108,서울,2018-7-24,31.4,,1.6,59.5,997.4
108,서울,2018-7-25,30.1,,2.4,66.3,997.5
108,서울,2018-7-26,30.1,,1.5,68.8,997.5
108,서울,2018-7-27,30.9,,1.9,69.3,997.2
108,서울,2018-7-28,29.5,7.5,1.2,77.1,996.1
108,서울,2018-7-29,31.3,,1.2,52.4,994.2
108,서울,2018-7-30,31.7,,1.2,50.9,994.3
108,서울,2018-7-31,32.6,,1.5,50.5,994.7
108,서울,2018-8-1,33.6,,1.7,55.5,993.4
108,서울,2018-8-2,33.7,,1.6,54.4,995.6
108,서울,2018-8-3,33.1,,1.9,55.3,997.4
108,서울,2018-8-4,31.1,,2.4,60.6,998.2
108,서울,2018-8-5,30,2,2.6,71.8,997.6
108,서울,2018-8-6,30.5,6.5,1.6,71.6,996.8
108,서울,2018-8-7,30.5,,1.5,63.4,997.2
108,서울,2018-8-8,31,,2.1,64.8,996.8
108,서울,2018-8-9,28.8,2,1.5,76.3,994.5
108,서울,2018-8-10,30.7,,1.4,60.9,993.6
108,서울,2018-8-11,31,,1.5,55.8,995.3
108,서울,2018-8-12,30.6,5,1.5,61.3,997.4
108,서울,2018-8-13,30.5,1,1.4,68.6,1000.4
108,서울,2018-8-14,31.7,,1.3,58.3,1000
108,서울,2018-8-15,31.7,1,1.2,59.5,997.3
108,서울,2018-8-16,29.9,,1.7,51,999.6
108,서울,2018-8-17,27.2,,1.8,39.8,1002.4
108,서울,2018-8-18,26.7,,1.4,44.6,1001.1
108,서울,2018-8-19,28.2,,1.2,50.6,999.8
108,서울,2018-8-20,29.1,0,2,55.6,995.3
108,서울,2018-8-21,26.6,5,2.5,71.4,993.9
108,서울,2018-8-22,30.7,,1.1,54.1,994.7
108,서울,2018-8-23,29.4,3,1.7,59.1,990.2
108,서울,2018-8-24,24.4,7.5,2.5,86.3,987.5
108,서울,2018-8-25,25.2,,2.6,68,999.2
108,서울,2018-8-26,23.2,2,1.2,70,1002
108,서울,2018-8-27,22.7,19.5,0.8,91,1001.6
108,서울,2018-8-28,23.7,96.5,0.9,92.4,1001.5
108,서울,2018-8-29,25.2,42,2.4,86,999.1
108,서울,2018-8-30,25.3,9.5,1.8,80.9,999.2
108,서울,2018-8-31,25.6,0.1,1.6,67.4,1000.3
108,서울,2018-9-1,25.5,,1.3,59.4,1001.5
108,서울,2018-9-2,25.1,,1.5,55.8,999.2
108,서울,2018-9-3,23.3,34.5,1,85.3,991.9
108,서울,2018-9-4,23.2,,2.2,69.4,988
108,서울,2018-9-5,24,,2.5,63.5,992.9
108,서울,2018-9-6,24.1,1,2,69.9,994.2
108,서울,2018-9-7,22,0.5,2.5,54.6,995.7
108,서울,2018-9-8,21.7,,1.7,48.8,1003.5
108,서울,2018-9-9,22.2,,1.2,49,1006.4
108,서울,2018-9-10,22.9,,1.6,49.5,1010.6
108,서울,2018-9-11,21.6,,1.5,48.1,1010.8
108,서울,2018-9-12,22.8,,1.4,52,1008.1
108,서울,2018-9-13,23.5,,1.2,63.5,1007
108,서울,2018-9-14,23.5,0.5,1.3,66.9,1005.6
108,서울,2018-9-15,23.3,0.2,1,76,1004.4
108,서울,2018-9-16,22.2,2,1.7,83.6,1005.4
108,서울,2018-9-17,22.3,0.1,1.9,64.3,1007
108,서울,2018-9-18,22,,1.2,59.8,1006.6
108,서울,2018-9-19,22.1,0.2,1,59.1,1004.1
108,서울,2018-9-20,19,5,1.8,82.4,1000.7
108,서울,2018-9-21,19.4,18,1.3,85.8,1000.3
108,서울,2018-9-22,20.8,6.5,1.8,62.3,1004.6
108,서울,2018-9-23,19.4,0,1.6,52.9,1005.8
108,서울,2018-9-24,17.6,,2.1,48.3,1008.7
108,서울,2018-9-25,17.8,,1.1,48,1009.5
108,서울,2018-9-26,19.4,,1.7,47.9,1009.8
108,서울,2018-9-27,18.9,,1.3,47.6,1008.9
108,서울,2018-9-28,17.5,,1.2,58.1,1008.5
108,서울,2018-9-29,20.2,,1,55.5,1003.9
108,서울,2018-9-30,17.6,,2.3,52.5,996.1
108,서울,2018-10-1,15.4,0,2.9,55.1,997.9
108,서울,2018-10-2,15.9,,1.6,61.4,1007.1
108,서울,2018-10-3,17.3,,1.3,58,1011.7
108,서울,2018-10-4,19.3,,1.3,56.5,1013.5
108,서울,2018-10-5,16.9,36.5,1.7,84.1,1008.1
108,서울,2018-10-6,18,55.5,2.2,84,997.1
108,서울,2018-10-7,16.4,,1.7,53.5,1006.6
108,서울,2018-10-8,14.8,,1.1,47,1009.3
108,서울,2018-10-9,15.3,0,1.1,52.5,1005.9
108,서울,2018-10-10,12,7,2.5,61,1007.1
108,서울,2018-10-11,9.7,,2.1,51,1012.5
108,서울,2018-10-12,10.9,,1.3,54,1015.6
108,서울,2018-10-13,12.5,,1,54,1015.2
108,서울,2018-10-14,13.2,,1.5,60,1012.5
108,서울,2018-10-15,15.2,,1.4,69.9,1009.9
108,서울,2018-10-16,14.5,,1.3,55.9,1006.5
108,서울,2018-10-17,12.4,,1.3,53.3,1005.8
108,서울,2018-10-18,12.7,,1.1,59.5,1010
108,서울,2018-10-19,13.1,,1.4,54.3,1014.9
108,서울,2018-10-20,13.4,,1.2,53.9,1015.3
108,서울,2018-10-21,13.4,,1.1,49.5,1013.1
108,서울,2018-10-22,14,,1,50,1009.9
108,서울,2018-10-23,12.2,5,1.1,75.1,1007.2
108,서울,2018-10-24,12.5,,1.3,66,1010.5
108,서울,2018-10-25,13.8,,0.9,55.5,1010.1
108,서울,2018-10-26,12.2,11,1.6,74.1,1001.6
108,서울,2018-10-27,8.7,,3.2,49.6,1004.5
108,서울,2018-10-28,8.3,5.5,1.5,77.1,999.8
108,서울,2018-10-29,7.2,0,2,57.3,1004.3
108,서울,2018-10-30,6.1,0,1.6,51.3,1011.2
108,서울,2018-10-31,7.4,0,1.6,55.4,1013.1
108,서울,2018-11-1,8.4,,1.3,53.4,1015.8
108,서울,2018-11-2,10.6,,1.1,54.9,1017.3
108,서울,2018-11-3,11.2,,1.3,56,1015
108,서울,2018-11-4,11.6,,1.3,55,1012.2
108,서울,2018-11-5,11.9,,1.1,65.5,1012.9
108,서울,2018-11-6,12.2,,0.9,70.5,1014.7
108,서울,2018-11-7,12.8,2,1.1,79.5,1014
108,서울,2018-11-8,11.8,64,1.8,93.8,1002.5
108,서울,2018-11-9,12.1,1,3.1,69,1006.9
108,서울,2018-11-10,11.9,0,1.4,69.1,1013.4
108,서울,2018-11-11,8.1,0,1.1,67.6,1011.9
108,서울,2018-11-12,8.1,,1.2,52.3,1009.6
108,서울,2018-11-13,8.8,,1.1,51.6,1009.6
108,서울,2018-11-14,9.8,,1.1,55.5,1012.9
108,서울,2018-11-15,9.7,,1,55.4,1014.2
108,서울,2018-11-16,8.8,,1.7,65.1,1011.6
108,서울,2018-11-17,4.9,,1.4,50.8,1013.1
108,서울,2018-11-18,6.1,,1.1,48.8,1011.2
108,서울,2018-11-19,6.5,,1.4,50.4,1012.2
108,서울,2018-11-20,6.5,0.2,1.8,39.9,1014.4
108,서울,2018-11-21,5.8,1,1.2,57.1,1013.9
108,서울,2018-11-22,2.3,,2.4,35,1015.5
108,서울,2018-11-23,1.9,,1.4,29.6,1017.9
108,서울,2018-11-24,2.6,10.9,1.8,71.1,1013.2
108,서울,2018-11-25,4.8,,1,77.8,1014
108,서울,2018-11-26,6.3,,1,70.1,1014.3
108,서울,2018-11-27,7.1,,1.5,65,1012.3
108,서울,2018-11-28,5,,1.6,27.1,1014.3
108,서울,2018-11-29,3.5,0,1.3,41.4,1016.1
108,서울,2018-11-30,2.7,,1.4,46.1,1016.5
108,서울,2018-12-1,5.5,,1,42.3,1016.6
108,서울,2018-12-2,8.2,,1.3,50.1,1013.1
108,서울,2018-12-3,11.5,9.5,1.4,87.4,1005.9
108,서울,2018-12-4,6.7,5,2.7,74.9,1009.1
108,서울,2018-12-5,0,,1.5,39.5,1016.5
108,서울,2018-12-6,2.4,0,2.3,50.5,1012.9
108,서울,2018-12-7,-7.3,,3.8,37.1,1021.6
108,서울,2018-12-8,-8.3,,2.6,37.1,1022.9
108,서울,2018-12-9,-7.2,,1.5,27,1025.7
108,서울,2018-12-10,-2.5,,0.9,33.3,1023.5
108,서울,2018-12-11,0.2,,1.2,44.8,1017.8
108,서울,2018-12-12,-1.9,,2.2,39,1018.8
108,서울,2018-12-13,-2.2,1.3,2,57.4,1018.6
108,서울,2018-12-14,-4.4,,1.7,44.3,1024.2
108,서울,2018-12-15,-2.4,,1,46.8,1021.4
108,서울,2018-12-16,0,0.3,0.9,63.8,1010
108,서울,2018-12-17,1.6,0.3,1.8,60.1,1007.8
108,서울,2018-12-18,2.6,,1.4,56.3,1009.4
108,서울,2018-12-19,4,,1.4,53.4,1010.4
108,서울,2018-12-20,3.4,,0.9,45.5,1012.8
108,서울,2018-12-21,5.6,,1.1,40.1,1012.5
108,서울,2018-12-22,6.9,,1.5,48.9,1012.5
108,서울,2018-12-23,2.4,,2.9,43,1014.1
108,서울,2018-12-24,-2.3,,1.6,35.9,1017
108,서울,2018-12-25,0.6,,1.2,53.4,1013.3
108,서울,2018-12-26,-1.5,,2.8,40.8,1014.9
108,서울,2018-12-27,-10.1,,3.5,28.3,1019.5
108,서울,2018-12-28,-10.5,,2.5,33,1021.6
108,서울,2018-12-29,-7.6,,2.9,29,1024.3
108,서울,2018-12-30,-6.8,,1.2,35.9,1026.8
108,서울,2018-12-31,-5.4,,1.2,39.6,1026.2
